sentence,spoiler,verb,page,trope,num_present
happen rich tell face mistak fervent wish never happen ,True,True,myplace,parent abandon,False
seri contain exampl follow tropes aesop subvert the truffl forev affair,False,True,myspyfamily,wiki,False
vong donna marci usual fall everi time,False,True,myspyfamily,paper thin disguis,False
logan miller  seri typic lastminut twist end ,True,True,mysteriousways,just dream,False
probabl purpose given miranda slight smirk deadpan delivery,False,True,mysteriousways,comic miss point,False
 or just thought shoot usual explet choice still strong,False,True,mysteriousways,curs cut short,False
two charact share type dream part declan evid brother past life twins,True,True,mysteriousways,dream time gone,False
process strike count foul part bodi cross foul line,False,True,mysteriousways,epic fail,False
rendit amaz grace pilot episod sung reallif wife,False,True,mysteriousways,real life relat,False
make specif point tell coincid flight together,False,True,mysteriousways,suspici specif denial,False
usual escal involv entertain explos such popular one march 2005 episod vapor cement truck  or even better april 2009 episod annihil car rocketsl ,False,True,mythbusters,stuff blow,True
2010 show began air redux version older episod call buster cut featur onscreen popup contain behindthescen notes bit humor trivia point myth test make episode,False,True,mythbusters,stuff blow,True
alcatraz episod oneandon success in term get island escap couldv succed sens get dri land,False,True,mythbusters,alcatraz,False
bad,False,True,mythbusters,that terribl,False
undisclos amount time build wreck ball size newton balls adam jami distract smack larg piec scrap metal mallets make varieti differ tone like giant xylophone,False,True,mythbusters,attent deficit ooh shini,False
perfect example pretti much myth involv duct tape especi recent duct tape airplan myth ,True,True,mythbusters,beyond imposs,False
also use refer movi charact blatant test myth about iffi can use charact name directly like nocturnalecholocatingflyingmammalman,False,True,mythbusters,brand x,False
segment test way fool speed camera jami seen someth back licens plate earli on,True,True,mythbusters,brick joke,False
cut end segment turn ad rig flip licens plate,True,True,mythbusters,brick joke,False
adam show,False,True,mythbusters,butt monkey,False
great exampl swordswing robot refurbish repurpos sever times,False,True,mythbusters,call back,False
last second move head block actual decapit show decapit uncensor high speed ,True,True,mythbusters,censor steam,False
cut larg metal funnel leftov piec which look just like one cones plop scotti head,False,True,mythbusters,cone shame,False
no pain gain men women never given birth women given birth without epidural redhead recruit test pain tolerance,False,True,mythbusters,contest winner cameo,False
never see anyon els two mythbust and briefly camera crew adam jami note beach land quit footprint  overhead draw includ map look suspici like island oahu the popul island hawaiian chain ,True,True,mythbusters,desert island,False
build team often make second video announc midway show,False,True,mythbusters,dont tri home,False
jami generally prefer littl bit more narrat about giraffe just take adam banana surprising,False,True,mythbusters,doubl entendr,False
time step block test realli feel test might offend sponsor provok legal action,False,True,mythbusters,execut meddl,False
receiv batteri die bus crash familiar fenc stopping,False,True,mythbusters,failsaf failur,False
actual host show,False,True,mythbusters,five man band,False
own m5 tech savvi team brought adam consid dull,False,True,mythbusters,lancer,True
artist team usual sculpting casting like need myth though intellig afraid get physic evidenc fond highpow firearm time tore apart car grant tori rebuild duct tape,False,True,mythbusters,chick,False
intro phone book friction myth bluescreen first show adam jami alon tug phone books two group people two cars two tanks,False,True,mythbusters,foreshadow,False
jami want tripl wrap breakaway rope adam felt doubl wrap good enough,False,True,mythbusters,fun subtitl,False
remark upon tory,False,True,mythbusters,genr blind,False
still shop appar owner want back,False,True,mythbusters,genr blind,False
kari now qualifies given birth first child daughter stella rubi urich,False,True,mythbusters,hot mom,False
narrowli avert sword swing robot realiz built horizont swing arc head levelthey just realli care around it,False,True,mythbusters,idiot ball,False
unless test jami almost never seen anyth standard outfit leather work boots khaki pants white buttondown shirt black undershirt beret,False,True,mythbusters,limit wardrob,False
subvert near everi episode just everi myth involv explos usual result item said explos stubborn refus detonate,False,True,mythbusters,made explodium,False
just soldier whenev happens,False,True,mythbusters,nice job break hero,False
accord adam underwat car escap episode watch adam close struggl vain attempt escap sink car fill water horrifi enough imag jami sleep night,False,True,mythbusters,nightmar fuel,False
happen later seasons thank commerci show itself,False,True,mythbusters,product placement,False
one adam opin fan oogieboogi myths declar nonsens show it perfect fine nonsens got,True,True,mythbusters,pyramid power,False
adam red oni jami blue oni tori kari red oni grant blue oni,False,True,mythbusters,red oni blue oni,False
discoveri recent mandat jami adam host new show unchain reaction  base around concept disdain ,False,True,mythbusters,rube goldberg devic,False
time substitut one myth episod someth differ like contest two team build hovercraft use leaf blowers jami adam decid just holiday special rube goldberg contraption,False,True,mythbusters,someth complet differ,False
wanna mix blur blur,False,True,mythbusters,sound effect bleep,False
either due budget reputation increas allow use actual televis film clip show,False,True,mythbusters,stock footag,False
tori mythbust ,False,True,mythbusters,stuff blow,False
however case full beer bottle cave skull still suffer catastroph brain damage,False,True,mythbusters,tap head,False
need see whether sock come smooth leg easier hairi leg end tori one leg waxed,False,True,mythbusters,tempt fate,False
under point show,False,True,mythbusters,truth televis,False
use time indic someth happen long period time silveronblu doodl introduc myth,False,True,mythbusters,undercrank,False
whenev team revisit myth joke fan hound wrong test variables,False,True,mythbusters,unpleas fanbas,False
adam savag lousi ingrat ,False,True,mythbusters,unpleas fanbas,False
how test someth like the hook blue star acid,False,True,mythbusters,urban legend,False
invok kari vegetarian find sight meat repuls except pregnant report get enough mother beef stew ,False,True,mythbusters,snake,False
his replac uncl charley play william demarest,False,True,mythreesons,put bus,False
us remak works,False,True,naeturvaktin,work com,False
lafur almost pull compani send someon investig complaint georg,True,True,naeturvaktin,starscream,False
massiv amount dropped however meant viewer see much happen onstage,False,True,namethattune,confetti drop,False
three tune won bidanote,False,True,namethattune,auction,False
creat donald p bellisario don mcgill ncis spinoff jag leap forens drama bandwagon start csi crime scene investig  tradit crime punish even bit spi drama thrown good measure,False,True,ncis,militari maverick,False
responds illya kuryakin david mccallum charact man uncl 40 year earlier,False,True,ncis,actor allus,True
episod obsess 7x21 toni obsess journalist embodi find attract woman missing,False,True,ncis,dark angel,True
200th episod gibb neardeath experi limbo shown glimps altern time line saw ari time kate dinozzo becom couple get marri kid abbi mcgee ziva remain hostil antisocial shoot reynosa sibl dad be unabl get reveng eventu turn bitter alcoholic wife testifi drug dealer she daughter live gibb kill short thereaft tour duty ,True,True,ncis,altern time line,True
stori caitlin todd kill ari still ncis often alongsid in origin universe replac ziva which led sever fic detail explicit love scene two,True,True,ncis,altern univers fic,False
also rewrit transcript season three episod kate still aliv passion sex abbi ,True,True,ncis,altern univers fic,False
sometimes subverted obvious person danger actually,False,True,ncis,alon psycho,False
one case undercov ziva kill guy help arriv mope rest episod ,True,True,ncis,alon psycho,False
also seem happen abbi season,True,True,ncis,alon psycho,False
kate todd jenni shepard mike frank  count multitud ncis agent like died spinoff series,True,True,ncis,anyon can die,False
liber use 200th episod fill past ncis charact make filming,False,True,ncis,stock footag,True
calm work 976,False,True,ncis,awesom analysi,True
gibb give bad guy one chanc surrender,True,True,ncis,awesom analysi,False
,True,True,ncis,awesom analysi,False
big mistak ,True,True,ncis,awesom analysi,False
though really bad guy just take genius kid word,True,True,ncis,awesom analysi,False
accord her less 1 chanc 40 ziva hit him,True,True,ncis,awesom analysi,True
976 differ nave newcom coldheart profession assassin,True,True,ncis,awesom analysi,True
ask told day dead may,False,True,ncis,perki goth,False
swak even got mad abbi count mani time happen cours series,False,True,ncis,bad boss,False
jackson gibb fair badass right although realli grandpa anymor ,True,True,ncis,badass grandpa,False
ducki get moment occasionally like face ari gunpoint fornel sleeper hold,True,True,ncis,badass grandpa,False
gibb need look someth leave,False,True,ncis,badass mustach,False
season 9 finale harper dear succeed use director vanc car car bomb ncis park lot caus death besid jonathan cole caught explos tri defus bomb,True,True,ncis,bad guy win,True
 poor woman give birth backseat broken car park gas station garage blizzard christmas shootout russian mercenari want kill kidnap child gibbs midwife,True,True,ncis,birth death juxtaposit,False
interspers desper outnumb outgun ziva singlehand defend onslaught russian mercenaries,True,True,ncis,birth death juxtaposit,False
list place jewish woman want prisoner pretti high there,True,True,ncis,bolivian armi cliffhang,False
idea anyon els dead,True,True,ncis,bolivian armi cliffhang,False
director vanc use ncis team investig death boxer,False,True,ncis,box episod,False
moment later team joke it ari snipe head ,True,True,ncis,bullet proof vest,False
result toni be taught mcgee offer teach gibbs angrili exclaim it backwards,False,True,ncis,can hear now,False
 still come time time,False,True,ncis,can hear now,False
mcgee stroll past jail cell play harmonica give present,False,True,ncis,captiv harmonica,False
ziva abbi get one first hiatus episode see intim heal resolution,False,True,ncis,cat fight,False
treat joke end episode reveal five song listen record deceas daughter learn play piano ,True,True,ncis,cerebus retcon,False
everyon get some particulartoni start big guy first 2 seasons becom lancer season 3 season 4 becom cohero gibbs,False,True,ncis,charact develop,True
also kill robber it offscreen christma episod visit gibbs,True,True,ncis,chekhov gun,False
ice agent play jaim  hustl  murray,False,True,ncis,clingi jealous girl,False
late episiode reveal repeat tortur one particular person ducki kept patch knew inform actual tortur ducki  mean break spirit ,True,True,ncis,cold blood tortur,False
season 7 opener take terrorist hold tony mcgee ziva hostag someth like mile awayand walk door 15 second later ,True,True,ncis,cold sniper,True
hard emotionless ,True,True,ncis,cold sniper,False
reveal one episod whenev toni left charg case secret meet palmer help point right direct whenev toni feel lost next,True,True,ncis,consiglier,False
cloak referenc bete noire trojan horse particular meaning one occur ziva return offic quit team gotten kidnap sever month ,True,True,ncis,continu nod,False
seen read men magazin toni joke first assign team,True,True,ncis,continu nod,False
reynosa vs gibbs,False,True,ncis,cycl reveng,False
although modernday ncis shown covert oper particular toni seasonlong deep undercov op thing like assassin far part usual mandate,False,True,ncis,darker edgier,False
see and even before mike frank get kill ,True,True,ncis,dead person convers,False
gibb also done compromis evid let marin who normal gotten in due health reasons avoid confess crime commit ,True,True,ncis,dope slap,False
episod gibb trauma induc amnesia  ziva take hand use slap head trigger memori recal ,True,True,ncis,dope slap,False
convers gibb vanc impli ziva well  someth treat pretti much given everyon first season,True,True,ncis,doubl agent,False
unfortunately dear genr savvi enough realiz ncis plan do instead waitress deliv cellphon cole communic via phone relay messag gibbs,True,True,ncis,doubl agent,False
show almost without except invok this real life feder agent never fire twice,False,True,ncis,doubl tap,False
part realiti tv show,False,True,ncis,drill sergeant nasti,False
made awkward fact woman kill marin intend kill toni night ,True,True,ncis,drop bridget,False
mike frank name mike frank ,True,True,ncis,die moment awesom,False
figur got one last fight left me,True,True,ncis,die moment awesom,False
want it,True,True,ncis,die moment awesom,False
one episode team find voic synthes speak individu words includ yankee white,False,True,ncis,easter egg,False
ari kill gibb come term it becom sunni again,True,True,ncis,empath environ,False
actual favorit trick director,True,True,ncis,empath environ,False
swan song major tonight someon die episode charact repeat comment think go rain,True,True,ncis,empath environ,False
toni frequent one nightweekendweek stands ren benot daughter season,True,True,ncis,everybodi singl,False
charact brief flings sometim run multipl episod usual charact may may seen onscreen presum brief due stress jobs,True,True,ncis,everybodi singl,False
avert people leon vance wife two kids,True,True,ncis,everybodi singl,False
mention onscreen fling palmer lee season 9 open episode point palmer get marri follow spring mention follow episodes,False,True,ncis,everybodi singl,True
happen screen mean charact gather one place  coincident around time season finale ziva date man name ray episodes,True,True,ncis,everybodi singl,False
go ski together,True,True,ncis,everybodi singl,False
later season propos respond deck arrest murder,True,True,ncis,everybodi singl,False
harm can tell someon lie look eyes,False,True,ncis,eye never lie,False
gibb keep hair fair short second part hiatus suffer amnesia  cut hair back much shorter crewcut variant wore probie,True,True,ncis,expositori hairstyl chang,False
gibb longerthanmarinereg haircut get made fun mi left foot gunneri sergeant gibb met year mp,False,True,ncis,expositori hairstyl chang,False
gunni seen sheepdog shorter,False,True,ncis,expositori hairstyl chang,False
pull eye ate it,True,True,ncis,eye scream,False
times director shepard especi wardrob start put tight skirt sweater ,False,True,ncis,fan servic,False
also pic kate wet tshirt contest  plus numer butt shot toni pov ,True,True,ncis,fan servic,False
invok inunivers type,False,True,ncis,fridg horror,False
cue season two finale season two final cram full these,True,True,ncis,foreshadow,False
later reveal fake fbi agent well director special operations watcher 8 one actual action,True,True,ncis,frame,True
also season 3 episod frame toni point killer evid collected matter abbi did,True,True,ncis,frame,True
life eye  look foreground carefully can see ari leon vanc play chess,False,True,ncis,funni background event,False
ziva consid marri ray  everyon assum gibb walk aisle,True,True,ncis,give away bride,False
happen never will,True,True,ncis,give away bride,False
marri ray is gibb walk aisle,True,True,ncis,give away bride,False
still hold hope second bit,True,True,ncis,give away bride,False
odd exampl show usual complet ground reality especi sinc heavili impli viewer realli angel death ,True,True,ncis,grim reaper,False
jerry wit murder investigation point sever charact psycholog problem  abbi admit like tim marri job want risk one miss out gibb show miss late wife keep hous better singl man never home lock door should ziva definit feel toni  howev appear just realli good read peopl realli bad read atmosphere,True,True,ncis,hannib lectur,False
later aton help toni rig surpris christma confetti bombard ,True,True,ncis,hannib lectur,False
assault via remot audio transmitt declar insan ,True,True,ncis,hear voic,False
 amnesiac gibb reaction mentor tell 911 ,True,True,ncis,heroic b s o d,True
agent lee decid redempt equal death ,True,True,ncis,heroic sacrific,False
consist averted charact suffer injuri end one episod typic still sport sign next oneexcept glare season one gibb recov grenad fragment shoulder episodes,False,True,ncis,hollywood heal,False
one episode give bug rais evid male names george norman like,True,True,ncis,call vera,False
georg end regina ,True,True,ncis,call vera,False
retriev director vanc car handl terrorist sinc found prints strip explos traps,False,True,ncis,idiot ball,False
next morn mcgee reveal never told work ,True,True,ncis,never said poison,False
turn hire kill north korean assassin team tri catch ,True,True,ncis,never said poison,False
list time death five minut midnight,False,True,ncis,implaus synchroni,False
assassin who actual stewardess tri kill target give pillow cover peanut dust tri trigger fatal anaphylaxi peanut allergy,True,True,ncis,improb weapon user,False
ziva also threaten can kill toni eighteen differ way paper clip,True,True,ncis,improb weapon user,False
safeti recommend believ  all bullpen probabl got plenti paper clip lie around,True,True,ncis,improb weapon user,False
also first hiatus episode abbi blow ziva slap coupla times toni disciplin offic area toni abby,False,True,ncis,intim heal,False
hunt man murder famili goe without saying,True,True,ncis,person,False
jenni shepard possibl unwarr hunt ren benot this sinc believ benot kill father,True,True,ncis,person,False
gibb point out marin corp medics use navi corpsmen,False,True,ncis,join armi said,False
camera pan water reveal benot corps water hole head ,True,True,ncis,karma houdini,False
midsent  talk sarcast never expect live see something boot,True,True,ncis,kill real,False
ari sorri spoil  bang,True,True,ncis,karmic death,False
gibb episod ,False,True,ncis,layman term,False
ziva fish barrel,False,True,ncis,malaprop,False
gibb howd get on,False,True,ncis,malaprop,False
mother lay smackdown kidnapp learn daughter safe ,True,True,ncis,mama bear,False
ducki even lampshad trope,True,True,ncis,mama bear,False
even diseas know better mess gibbs proven swak,False,True,ncis,memet badass,False
toni exfianc come team stori  toni tri hardest keep wendi ziva fro alone,False,True,ncis,missus ex,False
abbi ziva tend rotat role,False,True,ncis,ms fanservic,False
one episode abbi dress vagu cathol schoolgirl esqu outfit figur everyon keep stare ,False,True,ncis,ms fanservic,False
one episod featur paranoid submarin kill suffoc realiz ncis close in,False,True,ncis,death just begin,False
stow bodi freezer realiz coldactiv nervega bomb him,True,True,ncis,death just begin,False
top crown moment funni  gibb know top prioriti now chief,True,True,ncis,death just begin,False
however dual episod enemi foreign  enemi domestic brought level border continu lockout wit earliest referenc event seri former ncis director morrow retirement link vanc promotion earliest chronolog referenc event seri continu probabl vanc recruitment essenti link eli david rise top seat mossad ,True,True,ncis,myth arc,False
cherri top definit link entir affair season 5 final gibb mission paris also open question relat episod decker insur policy mike frank took away with explicit state declar vanc read in will ,True,True,ncis,myth arc,True
gibb flash back wellknown pari mission jenny gibb termin zukov ,True,True,ncis,myth arc,False
mani ducki stori get cut get suffici detail becom these,False,True,ncis,noodl incid,False
show gang member evidence mention never get conviction leader show next morn dead dumpster,True,True,ncis,proven,False
time mcgee tony ziva manag get bonds manag make way build in combat right outsid building beat seal posit around build find save team just enough time save them again holi backlight moment,True,True,ncis,offscreen teleport,False
complaint ,True,True,ncis,offscreen teleport,False
one support charact gerald ducki origin assistant deliber shot ballandsocket joint shoulder ari  never fulli recov injuri retir disabl pension,True,True,ncis,flesh wound,False
crime drama afterall,False,True,ncis,bad guy call lawyer,False
turn suspect poisoned caus extrem elev blood pressur shortlyensu heart attack,False,True,ncis,lampshad hang,False
 sever instances notabl caitlin todd snipe ari although squib back head can seen go off kill ari state back head pretti much gone,True,True,ncis,pretti littl headshot,False
still ineffective gibb come simpler solution unplug comput ,True,True,ncis,rapid fire type,False
 kate death either sasha alexand want child work episod well exhaust role,True,True,ncis,real life write plot,False
entir season 8 finaleseason 9 open dealt this dinozzo assign track someon leak ncis secret involv watcher microchips target seem special agent ej barret ,True,True,ncis,red herring mole,True
later reveal special agent simon gade  reveal actual framed entir thing actual stage trap kill them although gade actual bit dust barret wounded went hiding dinozzo hospit amnesia presum brought get graze head,True,True,ncis,red herring mole,False
ej escort cobb  p 2 p killer run palmer briefli talk get readi marry,True,True,ncis,retironi,True
cobb manag escap two second later guess get taken hostage,True,True,ncis,retironi,False
gibb take one ari kill kate ,True,True,ncis,roar rampag reveng,False
also went one first wife daughter murder ,True,True,ncis,roar rampag reveng,False
ziva request gibb write down toni rebut point daytoday use one forti reserv emergencies,False,True,ncis,rule number one,False
however mcgeeabbi canon breakup might come back per word god ,True,True,ncis,ship teas,False
tonyziva yet go beyond ship teas ,True,True,ncis,ship teas,False
 one even mess inuniverse,False,True,ncis,ship teas,False
mcgee use ziva toni basi show grumpi littl devil kid two simultan say do director gibbs abbi compliment result say gibb director make nice gibblets late seem everi woman toni meet includ exfiance think perfect,True,True,ncis,shipper deck,False
ship tonyziva least awar someon alreadi realli likes,True,True,ncis,shipper deck,False
later mcgee ziva follow kate death ,True,True,ncis,sixth ranger,False
attack gibb bathroom call asshol clench teeth sobbing,False,True,ncis,sound effect bleep,False
newborn king soundtrack choic silent night scene anyth silent gibb help marin give birth ziva shootout bad guy next room ,True,True,ncis,soundtrack disson,False
invok ari kill kate deliber goe shepard abbi just caus gibb pain,True,True,ncis,stuf fridg,False
show bad record kill femal mainrecur charact current male charact love interests,True,True,ncis,stuf fridg,False
date kate paula cassidy jenny michell lee lara maci  although kate actress well jennys want leav show accord ,True,True,ncis,stuf fridg,False
clueless,False,True,ncis,tempt fate,False
ziva season 5 episod shalom iranian agent confess think go kill ziva right said confession,True,True,ncis,throw fight,True
this course show us hidden depth  lead great exchang start channel gibb team argument,False,True,ncis,took level badass,False
 ziva orang cap remind victim dead man walking ,True,True,ncis,tragic keepsak,False
abbi ex stalk her episode abbi eventu hide elev read statist elev least like place die unit states,False,True,ncis,uncomfort elev moment,False
one exampl former requir go undercov coupl assassins,False,True,ncis,unresolv sexual tension,False
course kill michael help chances probabl kill possibl hook ziva near future,True,True,ncis,unresolv sexual tension,False
season 7 toni basic put life line rescu ziva captiv inject truth serum warn ask question want answer to,True,True,ncis,unresolv sexual tension,True
rather cagey took bed took sofa pari  season 9 toni call ziva tell navi offic safeguard actual man suspect hire assassin kill officer,True,True,ncis,unresolv sexual tension,True
mcgee onscreen girlfriend turn assassin abbi notic torn want happi just want him,True,True,ncis,unresolv sexual tension,False
breakdown end exchange boon hey think screamed cut tongue jethro,True,True,ncis,villain breakdown,False
gibb know,True,True,ncis,villain breakdown,False
ask yourself,True,True,ncis,villain breakdown,False
cue agent cassidi walk room boon giant grin melt shock cassidi afraid lawyer go miss execut tomorrow,True,True,ncis,villain breakdown,False
boon insert breakdown scream here,True,True,ncis,villain breakdown,False
got better ziva give peptalk ,True,True,ncis,want jerk back,False
know screw up,False,True,ncis,well done son guy,False
nippl dime bi pour water photo one drunken toni discov straitlac kate enter and won wet tshirt contest,True,True,ncis,wet sari scene,False
never let live down,True,True,ncis,wet sari scene,False
toni describ one captur saleem ,True,True,ncis,wild card,False
caus problem looni fan start kill peopl base action taken fiction selv mcgee next book the killer read mcgee typewrit ribbon get sneak peek ,True,True,ncis,write know,False
episode mcgee final admit base charact book ncis team after content latest book revealed made point deni similar ,True,True,ncis,write know,False
also play one team member usual mcgee drink spill gibb coffee leav stammering sputtering scrambl get fresh cup,False,True,ncis,get coffe,False
panic exists except tony,False,True,ncis,get coffe,False
consid history surprising,False,True,ncis,get coffe,False
later kill him one figur alreadi dead trent actual tell truth,True,True,ncis,kill father,False
gibb former motherinlaw navi captain main connect drug dealer kill daughter granddaught the closest get actual murderers knee propos ,True,True,ncis,prepar die,False
gibb later reveal aveng famili illegally arrest lawyer presenc negat charges,True,True,ncis,prepar die,False
prompt jump draw everyon attention,False,True,ncis,tast delici,False
tk seem think life perpetu this,False,True,necessaryroughness,big man campus,False
tk figur talk girlfriend vivica,False,True,necessaryroughness,spit,False
also count charact develop since start series tk egotist player want share limelight anyon interest time,True,True,necessaryroughness,last play,False
let someon els score big moment huge sign come,True,True,necessaryroughness,last play,False
emphas fact despit score game put big numbers tk truli happi celebr win rather becom destruct lack limelight,True,True,necessaryroughness,last play,False
unexpect perhaps media recogn contribut play heap prais that,True,True,necessaryroughness,last play,False
later subvert ray j goe club get car stolen later sell illeg tk merchandis get caught lindsey prove talent writer take rap brother merchandis thing ,True,True,necessaryroughness,foolish sibl respons sibl,False
turn out go groceri shop euphemism simpli spend time mundan thing vivica,False,True,necessaryroughness,ladykil love,False
tk actor mehcad brooks son nfl wide reciever,False,True,necessaryroughness,meta cast,False
broke realiz realli chang got job california want move back,True,True,necessaryroughness,new old flame,False
nico excel tailor suits,False,True,necessaryroughness,sharp dress man,False
dani type b tsuntsun side trigger exhusband though not curiously love interest ,False,True,necessaryroughness,tsunder,False
ran three season end 2007,False,True,nedsdeclassifiedschoolsurvivalguide,offici coupl,True
accord devon werkheis  pilot shot 2008 sequel seri high school ,False,True,nedsdeclassifiedschoolsurvivalguide,offici coupl,True
greenlit sadly actor sinc move nick,False,True,nedsdeclassifiedschoolsurvivalguide,offici coupl,False
also learn evelyn interest cooki ,False,True,nedsdeclassifiedschoolsurvivalguide,accident kiss,False
actual guid seen updat tip added rare seen later on,False,True,nedsdeclassifiedschoolsurvivalguide,artifact,False
inform this standard drop knee skyward scream  version,False,True,nedsdeclassifiedschoolsurvivalguide,big,False
moze harrass is best can do,False,True,nedsdeclassifiedschoolsurvivalguide,day limelight,False
ned plan use trope explain away kiss moze,False,True,nedsdeclassifiedschoolsurvivalguide,evil twin,False
fake parenthood class experiment ned cooki partner together,False,True,nedsdeclassifiedschoolsurvivalguide,get crap past radar,False
electrifi ,True,True,nedsdeclassifiedschoolsurvivalguide,held gaze,False
moze even despit fact ned offici couple,False,True,nedsdeclassifiedschoolsurvivalguide,master mix messag,False
monroe yeah realli disgusting,False,True,nedsdeclassifiedschoolsurvivalguide,mistaken murder,False
career week show ned work best educationrel career,False,True,nedsdeclassifiedschoolsurvivalguide,differ,False
still leav tree though ned explain teacher like sweeney may seem sadistic ultim judg base performance,True,True,nedsdeclassifiedschoolsurvivalguide,sadist teacher,False
 goe it,False,True,nedsdeclassifiedschoolsurvivalguide,sdrawkcab name,False
later season nowher seen charact type replac similar name missi  complet similar look actresses,False,True,nedsdeclassifiedschoolsurvivalguide,suspici similar substitut,False
sweeney sadist teacher  iteach teach mac computer,False,True,nedsdeclassifiedschoolsurvivalguide,theme name,False
alic  releas 2011 syfi network,False,True,neverland,tin man.html,True
likewise can appar die violent mean or explod much magic see fate captain bonni  recov injuries mutil like hook sever hand  grow back,True,True,neverland,bless suck,False
hook establish fenc master earli on skill blade quick come handi neverland,False,True,neverland,chekhov skill,False
 end seri hook sever hand get eaten crocodile also eat pocket watch  clearly meant crocodil origin story,True,True,neverland,continu nod,False
dragon ascend bonni die  hook  natur  becom captain starkey becom dragon,True,True,neverland,dragon,False
peter trick lead pirat tree spirit coloni burn  spirit kaw blame it call traitor,True,True,neverland,hero bad public,False
bonni kill final gain power miner dust gain properly killeddrov tree spirit must sing song prevent phlebotinum overload ,True,True,neverland,hoist petard,False
hook less decent for thief quick fall captain bonni becom progress evil die ,True,True,neverland,love make evil,False
anyth sprinkl fairi miner dust without help includ captain bonni ,True,True,neverland,made explodium,False
fludd four hundr year old,True,True,neverland,realli seven hundr year old,False
bonni die  hook ditch affabl evil act start violent scream peter almost kill him interrupt kaw,True,True,neverland,villain breakdown,False
turn hook kill peter father duel jealous rage fact peter mother chose hook ,True,True,neverland,kill father,False
mean maid heiress,False,True,newhart,bob newhart show,False
find whose dream now done parodi last episod st,False,True,newhart,just dream,False
the last newhart one memor sitcom final among fan critics learn entir scenario mildmannered humbl genial innkeep tv show host driven brink nervous breakdown crazy looni caricatur town resid nightmar dr,False,True,newhart,grand final,False
heeeeeeer johnny,False,True,newhart,tonight show,False
show featur regular guest appear john astin addam famili fame buddi ryan judg stone certifi insan birth father,False,True,nightcourt,law procedur,False
show provid exampl of actor allus one many mani peopl taken court hostag year woman grenad distinguish televis show reality,False,True,nightcourt,law procedur,False
earli episod emphas particular moral dilemma case du jour revolv around time wore show becam focus ensembl cast charact quirks,False,True,nightcourt,aesop,False
art repairman also qualifies first appear season one continu appear grand final ,False,True,nightcourt,ascend extra,False
harri born mental institut ,True,True,nightcourt,born elev,False
explain lot it,True,True,nightcourt,born elev,False
multipl episodes includ good portion season final ,False,True,nightcourt,cliff hanger,False
feel muuuuuuuuuuch better now,False,True,nightcourt,cloud cuckoo lander,False
suggest occasion mouthi behavior keep night shift,False,True,nightcourt,deadpan snarker,False
 mac grandfath die leav money mac natur quit job courthouse,False,True,nightcourt,fool new money soon part,False
although play much mac phenomen good shape man age hold fight,False,True,nightcourt,genius bruiser,False
worst girlfriend margaret go wit protect ,True,True,nightcourt,heartbroken badass,False
case standard fare nuts,False,True,nightcourt,just introduct opposit,False
actual studio audienc  person sometim identifi creator reinhold weeg father often heard laugh uproariously,False,True,nightcourt,laugh track,False
entir cast pay done dan,False,True,nightcourt,pie face,False
also happened less literally season nine dan briefli reassign work dog court,False,True,nightcourt,reassign antarctica,False
aversion bull scari white man,False,True,nightcourt,scari black man,False
season 5 end dan  us armi reserv  call presum dead plane crash arctic ocean,False,True,nightcourt,season final,True
ironically quit happi chain events end broke deepli debt becom rich ,True,True,nightcourt,status quo god,False
never get see threepart episod werewolf lawyer sparki monro ,False,True,nightcourt,,False
stori includ origin mani written serling adapt work like richard matheson  basil copper hp,False,True,nightgallery,horror,False
one segment which eyes direct young steven spielberg ,False,True,nightgallery,pilot movi,False
ill never leav  ever,False,True,nightgallery,gone horribl wrong,False
socal caterpillar the caterpillar earwig,False,True,nightgallery,shazam,False
ghost main charact believ haunt new home dreamt knew existed turn ,True,True,nightgallery,tomato surpris,False
murder them,False,True,nightvisions,must scream,False
episod end woman trap mind unabl speak unabl move total encas eight big hollow brick spell eternity hole forearms,True,True,nightvisions,must scream,False
turn monster is summon music eat them,True,True,nightvisions,amaz freak grace,False
mi socal life death end main charact realiz man thought ghost actual alive famili dead,True,True,nightvisions,tomato mirror,False
after life man reviv funer miss perfect beauti heaven move to,False,True,nightvisions,unwant reviv,False
just seem mere annoy sinc just clone new one,False,True,ninjaturtlesthenextmutation,eye scream,False
france get broadcast nolife channel time avail offici site,False,True,noob,m m o r p g,False
work provid exampl of abort arc tenshirock plan consist make avatar player reallif problem game henc eras realiti escap aspect notabl avatar speak ,True,True,noob,m m o r p g,False
plan never spoken one time demonstr make ash understand to,True,True,noob,m m o r p g,False
tenshirock good side permit power person blackmail game creator ,True,True,noob,almighti janitor,False
actual justifi sinc bad reput get behaviour keep rank down,True,True,noob,almighti janitor,False
gloat one behind wham episod event front someon regular make embarass video one guild mates especi frame everyon think respons said event bad idea,True,True,noob,caught tape,False
strang combin two previous piec roxor clip show band seen ad horizon 20 feminin tv cereal ad star ystos arthon brows channel season 3 premiere,False,True,noob,celebr paradox,True
colour code armi,False,True,noob,colour code conveni,False
omega zell brief time charg guild season 4 girl start suspect want kick everyon els though turn couldnt ,True,True,noob,comic miss point,True
sparadrap sure posit safe omega zell given import job  find male healer recruit him,True,True,noob,comic miss point,False
exagger default situation,False,True,noob,deep immers game,False
border friend enemi tenshirock briefli join noob guild tavern coupl time help gaea get ban avatar back mean use hit horizon quit hard ,True,True,noob,go kart bowser,False
